,filename,label_clean_int,label_crow_score_str,label_type_str,label_type_int,label_score_score_int
46,mdc_photo_cdv_photo_114_1521697539941.jpg,1,A+,schoon,5,1
47,mdc_photo_mdc_ca250f_cdv_photo_087_1521742139402.jpg,1,A+,schoon,5,1
48,mdc_photo_mdc_304165_cdv_photo_088_1521742236366.jpg,1,A+,schoon,5,1
49,mdc_photo_mdc_6b8e1a_cdv_photo_089_1521742287977.jpg,0,B,karton,8,4
50,mdc_photo_mdc_7999e1_cdv_photo_091_1521742456832.jpg,1,A+,schoon,5,1
51,mdc_photo_mdc_58f4fa_cdv_photo_092_1521742507724.jpg,0,D,grofvuil,6,2
52,mdc_photo_mdc_93b2c4_cdv_photo_094_1521742730098.jpg,0,D,grofvuil,6,2
53,mdc_photo_mdc_04e1f0_cdv_photo_095_1521742780832.jpg,0,D,grofvuil,6,2
54,mdc_photo_mdc_46ac24_cdv_photo_097_1521742935287.jpg,0,D,grofvuil,6,2
55,mdc_photo_mdc_e8b949_cdv_photo_111_1521748305638.jpg,0,D,grofvuil,6,2
56,mdc_photo_mdc_af3b7e_cdv_photo_112_1521749342858.jpg,0,B,grofvuil,6,4
57,mdc_photo_mdc_4ab2ca_cdv_photo_113_1521749396156.jpg,0,D,grofvuil,6,2
58,mdc_photo_mdc_a6fc4e_cdv_photo_114_1521749455482.jpg,0,C,grofvuil,6,5
59,mdc_photo_mdc_20cede_cdv_photo_115_1521749552862.jpg,1,A+,schoon,5,1
60,mdc_photo_mdc_ac25d3_cdv_photo_117_1521749655514.jpg,1,A+,schoon,5,1
61,mdc_photo_mdc_caff7b_cdv_photo_118_1521749715874.jpg,1,A+,schoon,5,1
62,mdc_photo_mdc_cbf4bf_cdv_photo_001_1521754129098.jpg,1,A+,schoon,5,1
63,mdc_photo_mdc_a38cb6_cdv_photo_001_1521754266580.jpg,0,D,gemengd,4,2
64,mdc_photo_mdc_1292aa_cdv_photo_001_1521754374882.jpg,1,A+,schoon,5,1
65,mdc_photo_mdc_d7751b_cdv_photo_001_1521754433303.jpg,0,A,hout,3,6
66,mdc_photo_mdc_0ac8cc_cdv_photo_001_1521754605080.jpg,0,B,gemengd,4,4
67,mdc_photo_mdc_12bf4e_cdv_photo_001_1521754745317.jpg,1,A+,schoon,5,1
68,mdc_photo_mdc_177a04_cdv_photo_001_1521754778529.jpg,0,D,karton,8,2
69,mdc_photo_mdc_bd9bfe_cdv_photo_001_1521755107274.jpg,1,A+,schoon,5,1
70,mdc_photo_mdc_ff657f_1521764056220_1521764058617.jpg,0,C,gemengd,4,5
71,mdc_photo_mdc_d7dc8f_1521765006990_1521765009487.jpg,0,C,gemengd,4,5
72,mdc_photo_mdc_5fbf5a_1521765191006_1521765193259.jpg,0,D,gemengd,4,2
73,mdc_photo_mdc_068a01_1521765482531_1521765488836.jpg,0,B,gemengd,4,4
74,mdc_photo_mdc_f1c535_cdv_photo_119_1521749943050.jpg,0,D,grofvuil,6,2
75,mdc_photo_mdc_05b25b_cdv_photo_121_1521750233670.jpg,1,A+,schoon,5,1
76,mdc_photo_mdc_ca5338_cdv_photo_122_1521750318042.jpg,0,B,grofvuil,6,4
77,mdc_photo_mdc_185e0a_cdv_photo_124_1521750568046.jpg,0,D,grofvuil,6,2
78,mdc_photo_mdc_42e3dc_cdv_photo_126_1521750722862.jpg,0,C,grofvuil,6,5
79,mdc_photo_cdv_photo_021_1521751576527.jpg,0,A,gemengd,4,6
80,mdc_photo_mdc_6f8584_cdv_photo_001_1521754957377.jpg,1,A+,schoon,5,1
81,mdc_photo_mdc_f9bdd3_cdv_photo_001_1521754984483.jpg,1,A+,schoon,5,1
82,mdc_photo_mdc_59e5b9_cdv_photo_001_1521755509986.jpg,1,A+,schoon,5,1
83,mdc_photo_mdc_b1804d_1521761453589_1521761455428.jpg,1,A+,schoon,5,1
84,mdc_photo_mdc_2f7bd9_1521762934366_1521762936625.jpg,1,A+,schoon,5,1
85,mdc_photo_mdc_73a69e_1521763198671_1521763201831.jpg,0,A,hout,3,6
86,mdc_photo_mdc_efed9f_1521763618877_1521763621613.jpg,1,A+,schoon,5,1
87,mdc_photo_cdv_photo_081_1521677537303.jpg,1,A+,schoon,5,1
88,mdc_photo_cdv_photo_105_1521678141759.jpg,1,A+,schoon,5,1
89,mdc_photo_mdc_b34ca0_1521769833135_1521769838787.jpg,0,C,bouwafval,10,5
90,mdc_photo_mdc_028ba6_1521769969117_1521769972425.jpg,0,C,karton,8,5
91,mdc_photo_mdc_0f2522_1521770426876_1521770429110.jpg,1,A+,schoon,5,1
92,mdc_photo_mdc_422199_1521770538678_1521770543570.jpg,0,C,gemengd,4,5
93,mdc_photo_mdc_df8c1b_1521770672269_1521770674505.jpg,0,B,gemengd,4,4
94,mdc_photo_mdc_683db2_1521770769007_1521770783203.jpg,0,A,karton,8,6
95,mdc_photo_mdc_be991b_1521771282768_1521771285513.jpg,0,C,gemengd,4,5
96,mdc_photo_mdc_f42a12_1521772882338_1521772888675.jpg,0,D,gemengd,4,2
97,mdc_photo_mdc_79cd1c_1521774733706_1521774751280.jpg,0,D,karton,8,2
98,mdc_photo_mdc_4c02d5_1521776007736_1521776010353.jpg,1,A+,schoon,5,1
99,mdc_photo_mdc_9849c7_1521776326511_1521776329042.jpg,0,D,gemengd,4,2
100,mdc_photo_mdc_943005_1521776682452_1521776705536.jpg,0,D,gemengd,4,2
101,mdc_photo_mdc_baa18b_1521776702184_1521776705537.jpg,0,D,gemengd,4,2
102,mdc_photo_mdc_ad7056_1521740346683_1521740374164.jpg,1,A+,schoon,5,1
103,mdc_photo_mdc_4cc1ee_1521741501611_1521741512949.jpg,0,A,karton,8,6
104,mdc_photo_mdc_b324e7_1521741729787_1521741740046.jpg,1,A+,schoon,5,1
105,mdc_photo_mdc_5ce8dc_cdv_photo_100_1521747194686.jpg,0,C,grofvuil,6,5
106,mdc_photo_mdc_215e7e_cdv_photo_101_1521747275906.jpg,0,C,grofvuil,6,5
107,mdc_photo_mdc_649528_cdv_photo_102_1521747377294.jpg,0,D,grofvuil,6,2
108,mdc_photo_mdc_4dd416_cdv_photo_103_1521747502834.jpg,1,A+,schoon,5,1
109,mdc_photo_mdc_9a025d_cdv_photo_105_1521747691725.jpg,0,D,grofvuil,6,2
110,mdc_photo_mdc_dcf0bc_cdv_photo_107_1521747883238.jpg,0,C,grofvuil,6,5
111,mdc_photo_mdc_1a83db_cdv_photo_108_1521747958006.jpg,1,A+,schoon,5,1
112,mdc_photo_mdc_096cdb_cdv_photo_109_1521748031361.jpg,1,A+,schoon,5,1
113,mdc_photo_cdv_photo_016_1521751308437.jpg,0,B,gemengd,4,4
114,mdc_photo_cdv_photo_023_1521751677182.jpg,0,A,hout,3,6
115,mdc_photo_cdv_photo_041_1521752633640.jpg,0,D,karton,8,2
116,mdc_photo_cdv_photo_043_1521752727686.jpg,0,A+,gemengd,4,1
117,mdc_photo_mdc_4bc03b_cdv_photo_001_1521754240141.jpg,0,B,ijzer,1,4
118,mdc_photo_mdc_adda92_cdv_photo_001_1521754490534.jpg,0,B,gemengd,4,4
119,mdc_photo_mdc_1a93a7_cdv_photo_001_1521754546280.jpg,0,C,gemengd,4,5
120,mdc_photo_mdc_52dde6_cdv_photo_001_1521755046879.jpg,1,A+,schoon,5,1
121,mdc_photo_mdc_c4125c_cdv_photo_001_1521755215748.jpg,1,A+,schoon,5,1
122,mdc_photo_mdc_cbce5f_cdv_photo_001_1521755279494.jpg,1,A+,schoon,5,1
123,mdc_photo_mdc_465d58_1521763114637_1521763126123.jpg,0,B,gemengd,4,4
124,mdc_photo_mdc_3b04ca_1521769108693_1521769111322.jpg,0,C,grofvuil,6,5
125,mdc_photo_mdc_52c6da_1521771650461_1521771652940.jpg,1,A+,schoon,5,1
126,mdc_photo_mdc_98daa1_1521773265000_1521773267519.jpg,0,D,hout,3,2
127,mdc_photo_mdc_65e835_1521773641808_1521773644348.jpg,0,D,gemengd,4,2
128,mdc_photo_mdc_23d8cc_1521774943019_1521774946293.jpg,0,A,grofvuil,6,6
129,mdc_photo_mdc_53dd97_1521741379729_1521741399530.jpg,1,A+,schoon,5,1
130,mdc_photo_mdc_626b6d_1521743745306_1521743802940.jpg,0,A,hout,3,6
131,mdc_photo_cdv_photo_002_1521750415625.jpg,0,D,gemengd,4,2
132,mdc_photo_cdv_photo_010_1521750953413.jpg,0,A+,gemengd,4,1
133,mdc_photo_cdv_photo_013_1521751111404.jpg,0,A+,gemengd,4,1
134,mdc_photo_cdv_photo_024_1521751742622.jpg,0,D,gemengd,4,2
135,mdc_photo_cdv_photo_045_1521752797832.jpg,0,A+,gemengd,4,1
136,mdc_photo_cdv_photo_046_1521752835600.jpg,0,A+,gemengd,4,1
137,mdc_photo_mdc_c36dfe_cdv_photo_001_1521754293338.jpg,1,A+,schoon,5,1
138,mdc_photo_mdc_bf3858_cdv_photo_001_1521754319407.jpg,1,A+,schoon,5,1
139,mdc_photo_mdc_e48a19_cdv_photo_001_1521754404411.jpg,1,A+,schoon,5,1
140,mdc_photo_mdc_862a54_cdv_photo_001_1521755436540.jpg,0,A,witgoed en bruingoed,9,6
141,mdc_photo_mdc_33e9f5_1521761927291_1521761929487.jpg,1,A+,schoon,5,1
142,mdc_photo_cdv_photo_083_1521677619312.jpg,0,D,grofvuil,6,2
143,mdc_photo_cdv_photo_085_1521677663727.jpg,0,A,karton,8,6
144,mdc_photo_mdc_2ffbd3_1521765998417_1521766002782.jpg,0,C,karton,8,5
145,mdc_photo_mdc_fb0571_1521766095088_1521766097396.jpg,1,A+,schoon,5,1
146,mdc_photo_mdc_0d8b36_1521768287589_1521768292134.jpg,1,A+,schoon,5,1
147,mdc_photo_mdc_225430_1521768841899_1521768843722.jpg,1,A+,schoon,5,1
148,mdc_photo_mdc_2e4fc7_1521772093424_1521772096151.jpg,0,B,ijzer,1,4
149,mdc_photo_mdc_afc973_1521772260077_1521772271986.jpg,1,A+,schoon,5,1
150,mdc_photo_mdc_fc3cb5_1521774248365_1521774294683.jpg,0,D,gemengd,4,2
151,mdc_photo_mdc_c72750_1521774288317_1521774294683.jpg,0,D,gemengd,4,2
152,mdc_photo_mdc_ae5eaf_1521773471828_1521773474907.jpg,0,D,gemengd,4,2
153,mdc_photo_mdc_a2d485_1521773537655_1521773540690.jpg,0,D,gemengd,4,2
154,mdc_photo_mdc_fe8cbd_1521774145748_1521774157710.jpg,0,D,hout,3,2
155,mdc_photo_mdc_e0a710_1521775428793_1521775431365.jpg,1,A+,schoon,5,1
156,mdc_photo_mdc_084116_1521775554248_1521775556632.jpg,0,A,gemengd,4,6
157,mdc_photo_mdc_c78bad_1521775761454_1521775764864.jpg,0,B,gemengd,4,4
158,mdc_photo_mdc_de54c5_1521737852091_1521737869421.jpg,0,B,gemengd,4,4
159,mdc_photo_mdc_89caca_1521737916789_1521737935230.jpg,1,A+,schoon,5,1
160,mdc_photo_mdc_b7746f_1521738973855_1521739005842.jpg,0,B,grofvuil,6,4
161,mdc_photo_mdc_f40b22_1521738984890_1521739005842.jpg,0,B,grofvuil,6,4
162,mdc_photo_mdc_467e29_1521739415213_1521739427324.jpg,1,A+,schoon,5,1
163,mdc_photo_mdc_3624ad_1521739853886_1521739870359.jpg,1,A+,schoon,5,1
164,mdc_photo_mdc_3e1329_1521740084240_1521740187674.jpg,0,B,gemengd,4,4
165,mdc_photo_mdc_1d4f5a_1521741054961_1521741070569.jpg,1,A+,schoon,5,1
166,mdc_photo_mdc_ec5899_1521741233438_1521741244529.jpg,1,A+,schoon,5,1
167,mdc_photo_mdc_986a15_1521741587594_1521741597369.jpg,1,A+,schoon,5,1
168,mdc_photo_mdc_28f612_1521741786538_1521741805434.jpg,0,B,gemengd,4,4
169,mdc_photo_mdc_c0f379_cdv_photo_085_1521742003953.jpg,0,D,grofvuil,6,2
170,mdc_photo_mdc_d4a37a_cdv_photo_086_1521742078906.jpg,0,D,grofvuil,6,2
171,mdc_photo_mdc_856a86_1521742308469_1521742328273.jpg,0,B,gemengd,4,4
172,mdc_photo_mdc_d1705c_cdv_photo_090_1521742350189.jpg,0,D,grofvuil,6,2
173,mdc_photo_mdc_01854c_cdv_photo_093_1521742644034.jpg,0,D,grofvuil,6,2
174,mdc_photo_mdc_1b1158_cdv_photo_096_1521742837808.jpg,0,C,grofvuil,6,5
175,mdc_photo_mdc_cc282c_cdv_photo_098_1521743003959.jpg,0,D,grofvuil,6,2
176,mdc_photo_mdc_b5969d_1521743012427_1521743042638.jpg,1,A+,schoon,5,1
177,mdc_photo_mdc_6d18f8_1521743843404_1521743865451.jpg,0,A,hout,3,6
178,mdc_photo_mdc_f6cfa7_cdv_photo_099_1521743072994.jpg,0,D,grofvuil,6,2
179,mdc_photo_mdc_e19d64_cdv_photo_104_1521747606545.jpg,0,C,grofvuil,6,5
180,mdc_photo_mdc_1e1cc7_cdv_photo_106_1521747821606.jpg,1,A+,schoon,5,1
181,mdc_photo_mdc_0a762c_cdv_photo_110_1521748258064.jpg,1,A+,schoon,5,1
182,mdc_photo_mdc_0c785a_cdv_photo_116_1521749607359.jpg,0,D,karton,8,2
183,mdc_photo_mdc_76e446_cdv_photo_120_1521750171300.jpg,0,D,grofvuil,6,2
184,mdc_photo_mdc_62bcd4_cdv_photo_001_1521755476473.jpg,1,A+,schoon,5,1
185,mdc_photo_mdc_914bd4_1521763948056_1521763950526.jpg,0,A,restafval,2,6
186,mdc_photo_cdv_photo_001_1521750363775.jpg,0,A+,gemengd,4,1
187,mdc_photo_cdv_photo_004_1521750499673.jpg,0,A+,gemengd,4,1
188,mdc_photo_mdc_5d6646_cdv_photo_123_1521750450284.jpg,0,C,grofvuil,6,5
189,mdc_photo_cdv_photo_007_1521750780715.jpg,0,A,witgoed en bruingoed,9,6
190,mdc_photo_cdv_photo_005_1521750562061.jpg,0,C,gemengd,4,5
191,mdc_photo_mdc_b570e5_cdv_photo_125_1521750653606.jpg,0,D,grofvuil,6,2
192,mdc_photo_cdv_photo_012_1521751069296.jpg,0,C,karton,8,5
193,mdc_photo_cdv_photo_017_1521751377085.jpg,0,C,karton,8,5
194,mdc_photo_cdv_photo_025_1521751843235.jpg,0,D,gemengd,4,2
195,mdc_photo_cdv_photo_026_1521751843235.jpg,0,D,gemengd,4,2
196,mdc_photo_cdv_photo_029_1521751994845.jpg,0,D,gemengd,4,2
197,mdc_photo_cdv_photo_031_1521752090039.jpg,0,A,restafval,2,6
198,mdc_photo_cdv_photo_034_1521752324986.jpg,0,B,gemengd,4,4
199,mdc_photo_cdv_photo_035_1521752324986.jpg,0,B,gemengd,4,4
200,mdc_photo_cdv_photo_039_1521752524736.jpg,0,B,gemengd,4,4
201,mdc_photo_cdv_photo_040_1521752566886.jpg,0,A+,gemengd,4,1
202,mdc_photo_mdc_1dc3f0_cdv_photo_001_1521754031912.jpg,0,A,grofvuil,6,6
203,mdc_photo_mdc_2263f9_cdv_photo_001_1521754347212.jpg,1,A+,schoon,5,1
204,mdc_photo_mdc_754e32_cdv_photo_001_1521754462267.jpg,1,A+,schoon,5,1
205,mdc_photo_mdc_72f30a_cdv_photo_001_1521754651331.jpg,1,A+,schoon,5,1
206,mdc_photo_mdc_90df9c_cdv_photo_001_1521754720571.jpg,1,A+,schoon,5,1
207,mdc_photo_mdc_8f43c6_cdv_photo_001_1521754805191.jpg,1,A+,schoon,5,1
208,mdc_photo_mdc_1994e2_cdv_photo_001_1521754843145.jpg,0,C,karton,8,5
209,mdc_photo_mdc_740ecd_cdv_photo_001_1521754876671.jpg,0,C,gemengd,4,5
210,mdc_photo_mdc_1c88c8_cdv_photo_001_1521754931030.jpg,1,A+,schoon,5,1
211,mdc_photo_mdc_fecce0_cdv_photo_001_1521755015893.jpg,1,A+,schoon,5,1
212,mdc_photo_mdc_08a08c_cdv_photo_001_1521755244827.jpg,1,A+,schoon,5,1
213,mdc_photo_mdc_fe92fb_cdv_photo_001_1521755346999.jpg,1,A+,schoon,5,1
214,mdc_photo_mdc_616829_cdv_photo_001_1521755369857.jpg,1,A+,schoon,5,1
215,mdc_photo_mdc_0f1c1f_cdv_photo_001_1521755173875.jpg,1,A+,schoon,5,1
216,mdc_photo_mdc_8785a4_1521761714688_1521761717136.jpg,1,A+,schoon,5,1
217,mdc_photo_mdc_0b3c85_1521761836466_1521761839135.jpg,0,D,gemengd,4,2
218,mdc_photo_mdc_e09aab_1521762031638_1521762036587.jpg,0,A,hout,3,6
219,mdc_photo_mdc_82673f_1521762220072_1521762222912.jpg,1,A+,schoon,5,1
220,mdc_photo_mdc_a69dde_1521762358382_1521762360730.jpg,0,C,gemengd,4,5
221,mdc_photo_mdc_2791c6_1521762803773_1521762811878.jpg,0,A,ijzer,1,6
222,mdc_photo_mdc_e67239_1521763345020_1521763350202.jpg,0,D,gemengd,4,2
223,mdc_photo_cdv_photo_091_1521677807600.jpg,1,A+,schoon,5,1
224,mdc_photo_mdc_4f9c94_1521764241084_1521764243192.jpg,0,C,gemengd,4,5
225,mdc_photo_cdv_photo_112_1521678332963.jpg,1,A+,schoon,5,1
226,mdc_photo_cdv_photo_077_1521677307318.jpg,0,C,gemengd,4,5
227,mdc_photo_cdv_photo_090_1521677785921.jpg,1,A+,schoon,5,1
228,mdc_photo_cdv_photo_103_1521678092963.jpg,0,A,grofvuil,6,6
229,mdc_photo_mdc_10f37c_1521764706873_1521764714547.jpg,0,D,restafval,2,2
230,mdc_photo_cdv_photo_080_1521677384688.jpg,0,B,karton,8,4
231,mdc_photo_mdc_a0fbf4_1521763518867_1521763521998.jpg,0,A,hout,3,6
232,mdc_photo_cdv_photo_084_1521677639612.jpg,1,A+,schoon,5,1
233,mdc_photo_cdv_photo_086_1521677687471.jpg,1,A+,schoon,5,1
234,mdc_photo_cdv_photo_087_1521677709442.jpg,1,A+,schoon,5,1
235,mdc_photo_cdv_photo_088_1521677736661.jpg,1,A+,schoon,5,1
236,mdc_photo_cdv_photo_089_1521677756504.jpg,1,A+,schoon,5,1
237,mdc_photo_cdv_photo_092_1521677832070.jpg,0,D,gemengd,4,2
238,mdc_photo_cdv_photo_093_1521677854223.jpg,1,A+,schoon,5,1
239,mdc_photo_cdv_photo_095_1521677908050.jpg,1,A+,schoon,5,1
240,mdc_photo_cdv_photo_096_1521677935758.jpg,1,A+,schoon,5,1
241,mdc_photo_cdv_photo_097_1521677966672.jpg,1,A+,schoon,5,1
242,mdc_photo_cdv_photo_099_1521678002816.jpg,0,C,grofvuil,6,5
243,mdc_photo_cdv_photo_100_1521678021781.jpg,1,A+,schoon,5,1
244,mdc_photo_cdv_photo_101_1521678050918.jpg,1,A+,schoon,5,1
245,mdc_photo_cdv_photo_102_1521678075627.jpg,0,D,gemengd,4,2
246,mdc_photo_cdv_photo_104_1521678119975.jpg,0,A,restafval,2,6
247,mdc_photo_cdv_photo_106_1521678162260.jpg,1,A+,schoon,5,1
248,mdc_photo_cdv_photo_107_1521678187967.jpg,0,D,gemengd,4,2
249,mdc_photo_cdv_photo_108_1521678239838.jpg,0,B,gemengd,4,4
250,mdc_photo_mdc_2b6c85_1521764347877_1521764354524.jpg,0,B,hout,3,4
251,mdc_photo_cdv_photo_109_1521678258769.jpg,1,A+,schoon,5,1
252,mdc_photo_cdv_photo_110_1521678285742.jpg,0,B,hout,3,4
253,mdc_photo_mdc_f11984_1521764569575_1521764572863.jpg,0,D,gemengd,4,2
254,mdc_photo_mdc_f3168d_1521765356028_1521765358618.jpg,0,C,gemengd,4,5
255,mdc_photo_mdc_c2d587_1521769275415_1521769278877.jpg,0,A,karton,8,6
256,mdc_photo_mdc_d58e35_1521772808045_1521772814143.jpg,0,D,gemengd,4,2
257,mdc_photo_mdc_5075c2_1521773760835_1521773763462.jpg,0,D,gemengd,4,2
258,mdc_photo_mdc_92706f_1521774405555_1521774453051.jpg,0,D,gemengd,4,2
259,mdc_photo_mdc_ff62a3_1521774448114_1521774453051.jpg,0,D,gemengd,4,2
260,mdc_photo_mdc_2ec65e_1521776182104_1521776185068.jpg,0,D,grofvuil,6,2
261,mdc_photo_mdc_0ef229_1521656639154_1521656641791.jpg,0,D,hout,3,2
262,mdc_photo_cdv_photo_041_1521575741944.jpg,0,A,grofvuil,6,6
263,mdc_photo_cdv_photo_048_1521575968518.jpg,0,B,gemengd,4,4
264,mdc_photo_cdv_photo_050_1521576019498.jpg,1,A+,schoon,5,1
265,mdc_photo_cdv_photo_056_1521576245326.jpg,0,B,gemengd,4,4
266,mdc_photo_cdv_photo_061_1521576396862.jpg,1,A+,schoon,5,1
267,mdc_photo_cdv_photo_065_1521576561943.jpg,0,A,karton,8,6
268,mdc_photo_cdv_photo_066_1521576600649.jpg,0,A,karton,8,6
269,mdc_photo_cdv_photo_071_1521576771423.jpg,1,A+,schoon,5,1
270,mdc_photo_mdc_90d926_1521670321240_1521670324322.jpg,0,B,karton,8,4
271,mdc_photo_mdc_898989_1521673197764_1521673203290.jpg,0,A+,gemengd,4,1
272,mdc_photo_cdv_photo_001_1521674889758.jpg,0,A+,gemengd,4,1
273,mdc_photo_cdv_photo_029_1521676452762.jpg,0,C,gemengd,4,5
274,mdc_photo_mdc_9301ae_20180321_200910_1521678479346.jpg,1,A+,schoon,5,1
275,mdc_photo_mdc_f586e4_20180321_203222_1521679070859.jpg,1,A+,schoon,5,1
276,mdc_photo_mdc_5c278f_20180321_203342_1521679136129.jpg,1,A+,schoon,5,1
277,mdc_photo_mdc_4a0230_20180321_205808_1521679563199.jpg,1,A+,schoon,5,1
278,mdc_photo_mdc_b192f1_20180321_204736_1521681595694.jpg,0,D,gemengd,4,2
279,mdc_photo_mdc_5e44c3_cdv_photo_109_1521654881099.jpg,0,A,grofvuil,6,6
280,mdc_photo_mdc_64d03f_cdv_photo_114_1521655470707.jpg,0,B,gemengd,4,4
281,mdc_photo_mdc_59cffe_cdv_photo_115_1521656045904.jpg,0,B,gemengd,4,4
282,mdc_photo_mdc_41ea63_cdv_photo_116_1521656045904.jpg,0,B,gemengd,4,4
283,mdc_photo_mdc_eea1d7_cdv_photo_117_1521656205110.jpg,0,A,grofvuil,6,6
284,mdc_photo_mdc_7b5821_cdv_photo_119_1521656816438.jpg,1,A+,schoon,5,1
285,mdc_photo_mdc_b7862d_cdv_photo_121_1521657256207.jpg,0,B,karton,8,4
286,mdc_photo_mdc_a14530_cdv_photo_122_1521657582136.jpg,1,A+,schoon,5,1
287,mdc_photo_mdc_c013c6_cdv_photo_125_1521658339626.jpg,0,B,grofvuil,6,4
288,mdc_photo_mdc_6ac719_cdv_photo_126_1521659180543.jpg,0,D,grofvuil,6,2
289,mdc_photo_cdv_photo_039_1521575665896.jpg,1,A+,schoon,5,1
290,mdc_photo_cdv_photo_042_1521575769113.jpg,1,A+,schoon,5,1
291,mdc_photo_cdv_photo_043_1521575800338.jpg,1,A+,schoon,5,1
292,mdc_photo_cdv_photo_073_1521576857544.jpg,1,A+,schoon,5,1
293,mdc_photo_cdv_photo_074_1521576891800.jpg,1,A+,schoon,5,1
294,mdc_photo_mdc_72a91a_cdv_photo_077_1521577056080.jpg,1,A+,schoon,5,1
295,mdc_photo_mdc_07073d_1521663937383_1521663939829.jpg,1,A+,schoon,5,1
296,mdc_photo_mdc_e867a2_1521664241401_1521664248507.jpg,1,A+,schoon,5,1
297,mdc_photo_mdc_bb61d0_cdv_photo_133_1521664350268.jpg,0,C,restafval,2,5
298,mdc_photo_mdc_5b1b30_cdv_photo_135_1521665768823.jpg,1,A+,schoon,5,1
299,mdc_photo_mdc_874db8_1521666217904_1521666222311.jpg,1,A+,schoon,5,1
